N, s, D, AD
1803,745,30,20.0222
1804,290,30,20.0277
1805,499,30,20.0333
1805,525,30,20.0333
1805,756,30,20.0333
1806,234,30,20.0388
1807,188,30,20.0443
1807,409,30,20.0443
1807,782,30,20.0443
1807,817,30,20.0443
1808,174,30,20.0498
1809,176,30,20.0553
1809,812,30,20.0553
1809,816,30,20.0553
1810,760,30,20.0608
1811,408,30,20.0663
1811,663,30,20.0663
1811,688,30,20.0663
1811,702,30,20.0663
1812,642,30,20.0718
1813,116,30,20.0773
1813,233,30,20.0773
1813,249,30,20.0773
1813,422,30,20.0773
1814,118,30,20.0827
1815,314,30,20.0882
1815,526,30,20.0882
1815,645,30,20.0882
1816,702,30,20.0937
1817,294,30,20.0991
1817,377,30,20.0991
1817,425,30,20.0991
1817,761,30,20.0991
1818,822,30,20.1046
1819,177,30,20.11
1819,353,30,20.11
1819,438,30,20.11
1819,668,30,20.11
1820,410,30,20.1154
1821,234,30,20.1209
1821,469,30,20.1209
1821,629,30,20.1209
1822,528,30,20.1263
1823,295,30,20.1317
1823,589,30,20.1317
1823,791,30,20.1317
1823,879,30,20.1317
1824,354,30,20.1371
1825,64,30,20.1425
1825,470,30,20.1425
1825,884,30,20.1425
1826,590,30,20.1479
1827,58,30,20.1533
1827,885,30,20.1533
1828,58,30,20.1587
1829,62,30,20.1641
1830,60,30,20.1695
1830,62,30,20.1695
1830,426,30,20.1695
1830,428,30,20.1695
1830,670,30,20.1695
1830,672,30,20.1695
1830,792,30,20.1695
1830,794,30,20.1695
1831,60,30,20.1749
1831,885,30,20.1749
1832,590,30,20.1802
1833,474,30,20.1856
1834,354,30,20.1909
1835,295,30,20.1963
1836,534,30,20.2016
1837,238,30,20.207
1837,795,30,20.207
1838,416,30,20.2123
1839,177,30,20.2176
1840,830,30,20.2229
1841,674,30,20.2283
1841,773,30,20.2283
1842,714,30,20.2336
1843,429,30,20.2389
1843,653,30,20.2389
1844,118,30,20.2442
1845,120,30,20.2495
1846,656,30,20.2547
1847,432,30,20.26
1847,714,30,20.26
1848,774,30,20.2653
1849,679,30,20.2706
1849,836,30,20.2706
1850,180,30,20.2758
1851,417,30,20.2811
1852,238,30,20.2863
1853,537,30,20.2916
1853,804,30,20.2916
1854,300,30,20.2968
1855,360,30,20.302
1856,478,30,20.3073
1857,600,30,20.3125
1858,900,30,20.3177
1859,59,30,20.3229
1859,63,30,20.3229
1861,61,30,20.3333
1862,900,31,20.3391
1863,600,31,20.3448
1864,482,31,20.3505
1865,360,31,20.3562
1865,642,31,20.3562
1866,300,31,20.3619
1867,543,31,20.3676
1867,808,31,20.3676
1868,242,31,20.3733
1869,423,31,20.379
1870,180,31,20.3847
1871,685,31,20.3904
1871,844,31,20.3904
1872,786,31,20.396
1873,436,31,20.4017
1873,726,31,20.4017
1874,664,31,20.4074
1875,120,31,20.413
1876,122,31,20.4187
1877,439,31,20.4243
1877,667,31,20.4243
1878,726,31,20.4299
1879,690,31,20.4356
1879,787,31,20.4356
1880,850,31,20.4412
1881,183,31,20.4468
1882,424,31,20.4524
1883,242,31,20.458
1883,817,31,20.458
1884,546,31,20.4636
1885,305,31,20.4692
1886,366,31,20.4748
1887,486,31,20.4804
1888,610,31,20.486
1889,64,31,20.4915
1889,915,31,20.4915
1890,60,31,20.4971
1891,60,31,20.5026
1891,62,31,20.5026
1891,121,31,20.5026
1891,123,31,20.5026
1891,182,31,20.5026
1891,184,31,20.5026
1891,243,31,20.5026
1891,245,31,20.5026
1891,304,31,20.5026
1891,306,31,20.5026
1891,365,31,20.5026
1891,367,31,20.5026
1891,426,31,20.5026
1891,428,31,20.5026
1891,487,31,20.5026
1891,489,31,20.5026
1891,548,31,20.5026
1891,550,31,20.5026
1891,609,31,20.5026
1891,611,31,20.5026
1891,670,31,20.5026
1891,672,31,20.5026
1891,731,31,20.5026
1891,733,31,20.5026
1891,792,31,20.5026
1891,794,31,20.5026
1891,853,31,20.5026
1891,855,31,20.5026
1891,914,31,20.5026
1891,916,31,20.5026
1892,62,31,20.5082
1893,915,31,20.5137
1894,610,31,20.5193
1894,652,31,20.5193
1895,490,31,20.5248
1896,366,31,20.5303
1897,305,31,20.5359
1897,821,31,20.5359
1898,552,31,20.5414
1898,772,31,20.5414
1899,246,31,20.5469
1900,430,31,20.5524
1901,183,31,20.5579
1901,696,31,20.5579
1902,534,31,20.5634
1902,858,31,20.5634
1903,443,31,20.5689
1903,799,31,20.5689
1904,738,31,20.5744
1904,824,31,20.5744
1905,675,31,20.5798
1906,122,31,20.5853
1906,416,31,20.5853
1907,124,31,20.5908
1907,446,31,20.5908
1908,678,31,20.5962
1909,701,31,20.6017
1909,738,31,20.6017
1910,180,31,20.6071
1910,800,31,20.6071
1911,864,31,20.6126
1912,186,31,20.618
1912,700,31,20.618
1913,431,31,20.6234
1913,830,31,20.6234
1914,246,31,20.6289
1914,300,31,20.6289
1915,555,31,20.6343
1916,310,31,20.6397
1916,446,31,20.6397
1917,372,31,20.6451
1918,494,31,20.6505
1918,900,31,20.6505
1919,65,31,20.6559
1919,620,31,20.6559
1920,930,31,20.6613
1921,61,31,20.6667
1921,63,31,20.6667
1922,61,31,20.672
1922,63,31,20.672
1922,123,31,20.672
1922,125,31,20.672
1922,185,31,20.672
1922,187,31,20.672
1922,247,31,20.672
1922,249,31,20.672
1922,309,31,20.672
1922,311,31,20.672
1922,371,31,20.672
1922,373,31,20.672
1922,433,31,20.672
1922,435,31,20.672
1922,495,31,20.672
1922,497,31,20.672
1922,557,31,20.672
1922,559,31,20.672
1922,619,31,20.672
1922,621,31,20.672
1922,681,31,20.672
1922,683,31,20.672
1922,743,31,20.672
1922,745,31,20.672
1922,805,31,20.672
1922,807,31,20.672
1922,867,31,20.672
1922,869,31,20.672
1922,900,31,20.672
1922,929,31,20.672
1922,931,31,20.672
1923,61,31,20.6774
1923,63,31,20.6774
1923,662,31,20.6774
1924,450,31,20.6828
1924,932,31,20.6828
1925,622,31,20.6881
1925,783,31,20.6881
1926,300,31,20.6935
1926,496,31,20.6935
1927,374,31,20.6989
1927,541,31,20.6989
1928,312,31,20.7042
1928,708,31,20.7042
1929,421,31,20.7095
1929,559,31,20.7095
1930,180,31,20.7149
1930,248,31,20.7149
1931,182,31,20.7202
1931,435,31,20.7202
1932,188,31,20.7255
1933,303,31,20.7308
1933,874,31,20.7308
1934,424,31,20.7362
1934,810,31,20.7362
1935,748,31,20.7415
1935,908,31,20.7415
1936,688,31,20.7468
1936,840,31,20.7468
1937,126,31,20.7521
1937,907,31,20.7521
1938,124,31,20.7574
1938,546,31,20.7574
1939,302,31,20.7626
1939,687,31,20.7626
1940,752,31,20.7679
1941,181,31,20.7732
1941,815,31,20.7732
1942,788,31,20.7785
1942,876,31,20.7785
1943,187,31,20.7837
1943,426,31,20.7837
1944,440,31,20.789
1945,252,31,20.7942
1945,548,31,20.7942
1946,566,31,20.7995
1946,668,31,20.7995
1947,313,31,20.8047
1947,790,31,20.8047
1948,66,31,20.81
1948,376,31,20.81
1949,504,31,20.8152
1949,669,31,20.8152
1950,60,31,20.8204
1950,628,31,20.8204
1951,60,31,20.8256
1951,943,31,20.8256
1952,64,31,20.8309
1953,62,31,20.8361
1953,64,31,20.8361
1953,125,31,20.8361
1953,127,31,20.8361
1953,188,31,20.8361
1953,190,31,20.8361
1953,251,31,20.8361
1953,253,31,20.8361
1953,314,31,20.8361
1953,316,31,20.8361
1953,377,31,20.8361
1953,379,31,20.8361
1953,440,31,20.8361
1953,442,31,20.8361
1953,503,31,20.8361
1953,505,31,20.8361
1953,566,31,20.8361
1953,568,31,20.8361
1953,629,31,20.8361
1953,631,31,20.8361
1953,692,31,20.8361
1953,694,31,20.8361
1953,755,31,20.8361
1953,757,31,20.8361
1953,818,31,20.8361
1953,820,31,20.8361
1953,881,31,20.8361
1953,883,31,20.8361
1953,944,31,20.8361
1953,946,31,20.8361
1954,62,31,20.8413
1955,673,31,20.8465
1955,947,31,20.8465
1956,632,31,20.8517
1957,504,31,20.8569
1957,796,31,20.8569
1958,380,31,20.862
1959,317,31,20.8672
1959,550,31,20.8672
1960,568,31,20.8724
1961,252,31,20.8776
1961,428,31,20.8776
1962,442,31,20.8827
1963,185,31,20.8879
1963,191,31,20.8879
1964,888,31,20.893
1965,308,31,20.8982
1965,823,31,20.8982
1966,760,31,20.9033
1967,699,31,20.9084
1967,923,31,20.9084
1968,128,31,20.9136
1969,126,31,20.9187
1969,922,31,20.9187
1970,698,31,20.9238
1971,307,31,20.9289
1971,764,31,20.9289
1972,828,31,20.934
1973,184,31,20.9391
1973,890,31,20.9391
1974,190,31,20.9442
1975,433,31,20.9493
1975,447,31,20.9493
1976,256,31,20.9544
1977,557,31,20.9595
1977,575,31,20.9595
1978,318,31,20.9646
1979,382,31,20.9697
1979,803,31,20.9697
1980,512,31,20.9747
1981,638,31,20.9798
1981,680,31,20.9798
1982,958,31,20.9849
1983,61,31,20.9899
1983,65,31,20.9899
1985,63,31,21.
1986,962,32,21.0055
1987,642,32,21.0111
1987,684,32,21.0111
1988,512,32,21.0166
1989,386,32,21.0221
1989,809,32,21.0221
1990,322,32,21.0277
1991,559,32,21.0332
1991,577,32,21.0332
1992,256,32,21.0387
1993,435,32,21.0442
1993,449,32,21.0442
1994,194,32,21.0497
1995,188,32,21.0552
1995,902,32,21.0552
1996,836,32,21.0607
1997,313,32,21.0661
1997,772,32,21.0661
1998,710,32,21.0716
1999,130,32,21.0771
1999,938,32,21.0771
2000,128,32,21.0825
2000,128,32,21.082541270635318
2001,709,32,21.088
2001,937,32,21.088
2002,776,32,21.09345327336332
2003,312,32,21.0989010989011
2003,841,32,21.0989010989011
2004,904,32,21.10434348477284
2005,187,32,21.109780439121757
2005,193,32,21.109780439121757
2006,454,32,21.115211970074814
2007,260,32,21.120638085742772
2007,440,32,21.120638085742772
2008,584,32,21.126058794220228
2009,323,32,21.131474103585656
2009,566,32,21.131474103585656
2010,388,32,21.136884021901444
2011,520,32,21.14228855721393
2011,816,32,21.14228855721393
2012,648,32,21.147687717553456
2013,691,32,21.153081510934392
2013,973,32,21.153081510934392
2014,66,32,21.15846994535519
2015,62,32,21.16385302879841
2016,62,32,21.16923076923077
2016,64,32,21.16923076923077
2016,188,32,21.16923076923077
2016,190,32,21.16923076923077
2016,314,32,21.16923076923077
2016,316,32,21.16923076923077
2016,440,32,21.16923076923077
2016,442,32,21.16923076923077
2016,566,32,21.16923076923077
2016,568,32,21.16923076923077
2016,692,32,21.16923076923077
2016,694,32,21.16923076923077
2016,818,32,21.16923076923077
2016,820,32,21.16923076923077
2016,944,32,21.16923076923077
2016,946,32,21.16923076923077
2017,64,32,21.174603174603174
2017,977,32,21.174603174603174
2018,652,32,21.17997025285077
2019,520,32,21.185332011892964
2019,695,32,21.185332011892964
2019,978,32,21.185332011892964
2020,392,32,21.19068845963348
2021,327,32,21.196039603960397
2021,489,32,21.196039603960397
2021,653,32,21.196039603960397
2021,822,32,21.196039603960397
2022,586,32,21.201385452746166
2023,260,32,21.206726013847675
2023,521,32,21.206726013847675
2023,568,32,21.206726013847675
2023,796,32,21.206726013847675
2024,456,32,21.212061295106277
2025,197,32,21.217391304347824
2025,393,32,21.217391304347824
2025,442,32,21.217391304347824
2026,916,32,21.222716049382715
2027,191,32,21.228035538005923
2027,328,32,21.228035538005923
2027,849,32,21.228035538005923
2027,859,32,21.228035538005923
2028,784,32,21.23334977799704
2029,245,32,21.238658777120314
2029,318,32,21.238658777120314
2029,588,32,21.238658777120314
2029,721,32,21.238658777120314
2030,132,32,21.24396254312469
2031,130,32,21.249261083743843
2031,261,32,21.249261083743843
2031,953,32,21.249261083743843
2032,720,32,21.254554406696208
2033,458,32,21.25984251968504
2033,617,32,21.25984251968504
2033,788,32,21.25984251968504
2033,952,32,21.25984251968504
2034,854,32,21.265125430398427
2035,198,32,21.27040314650934
2035,317,32,21.27040314650934
2035,918,32,21.27040314650934
2036,196,32,21.275675675675675
2037,190,32,21.280943025540275
2037,461,32,21.280943025540275
2037,921,32,21.280943025540275
2038,264,32,21.286205203730976
2039,308,32,21.291462217860648
2039,447,32,21.291462217860648
2039,593,32,21.291462217860648
2039,854,32,21.291462217860648
2040,328,32,21.29671407552722
2041,394,32,21.301960784313724
2041,432,32,21.301960784313724
2041,575,32,21.301960784313724
2041,789,32,21.301960784313724
2042,528,32,21.307202351788337
2043,658,32,21.31243878550441
2043,726,32,21.31243878550441
2043,829,32,21.31243878550441
2044,988,32,21.31767009300049
2045,67,32,21.322896281800393
2045,123,32,21.322896281800393
2045,133,32,21.322896281800393
2045,702,32,21.322896281800393
2047,63,32,21.333333333333332
2047,65,32,21.333333333333332
2047,125,32,21.333333333333332
2047,131,32,21.333333333333332
2048,63,32,21.338544211040546
2048,65,32,21.338544211040546
2048,191,32,21.338544211040546
2048,193,32,21.338544211040546
2048,319,32,21.338544211040546
2048,321,32,21.338544211040546
2048,447,32,21.338544211040546
2048,449,32,21.338544211040546
2048,575,32,21.338544211040546
2048,577,32,21.338544211040546
2048,703,32,21.338544211040546
2048,705,32,21.338544211040546
2048,831,32,21.338544211040546
2048,833,32,21.338544211040546
2048,959,32,21.338544211040546
2048,961,32,21.338544211040546
2048,992,32,21.338544211040546
2049,63,32,21.34375
2049,65,32,21.34375
2049,662,32,21.34375
2049,726,32,21.34375
2050,496,32,21.348950707662276
2051,436,32,21.354146341463416
2051,704,32,21.354146341463416
2051,795,32,21.354146341463416
2051,807,32,21.354146341463416
2053,312,32,21.364522417153996
2053,833,32,21.364522417153996
2053,862,32,21.364522417153996
2053,870,32,21.364522417153996
2054,248,32,21.369702873843156
2055,579,32,21.37487828627069
2055,927,32,21.37487828627069
2056,624,32,21.380048661800487
2057,198,32,21.3852140077821
2057,451,32,21.3852140077821
2059,192,32,21.3955296404276
2059,311,32,21.3955296404276
2059,466,32,21.3955296404276
2059,623,32,21.3955296404276
2060,436,32,21.400679941719282
2061,267,32,21.405825242718446
2061,321,32,21.405825242718446
2062,124,32,21.41096555070354
2063,126,32,21.416100872938895
2063,251,32,21.416100872938895
2063,600,32,21.416100872938895
2063,966,32,21.416100872938895
2065,332,32,21.426356589147286
2065,439,32,21.426356589147286
2065,877,32,21.426356589147286
2065,969,32,21.426356589147286
2066,314,32,21.43147699757869
2067,324,32,21.436592449177155
2067,399,32,21.436592449177155
2069,195,32,21.4468085106383
2069,535,32,21.4468085106383
2069,626,32,21.4468085106383
2069,816,32,21.4468085106383
2071,252,32,21.457004830917874
2071,452,32,21.457004830917874
2071,503,32,21.457004830917874
2071,667,32,21.457004830917874
2072,880,32,21.462095605987447
2073,582,32,21.46718146718147
2073,1002,32,21.46718146718147
2074,818,32,21.47226242161119
2075,68,32,21.477338476374157
2075,504,32,21.477338476374157
2075,844,32,21.477338476374157
2075,1007,32,21.477338476374157
2077,62,32,21.48747591522158
2077,715,32,21.48747591522158
2077,1008,32,21.48747591522158
2078,62,32,21.492537313432837
2079,66,32,21.49759384023099
2080,64,32,21.502645502645503
2080,66,32,21.502645502645503
2080,194,32,21.502645502645503
2080,196,32,21.502645502645503
2080,324,32,21.502645502645503
2080,326,32,21.502645502645503
2080,454,32,21.502645502645503
2080,456,32,21.502645502645503
2080,584,32,21.502645502645503
2080,586,32,21.502645502645503
2080,714,32,21.502645502645503
2080,716,32,21.502645502645503
2080,844,32,21.502645502645503
2080,846,32,21.502645502645503
2080,974,32,21.502645502645503
2080,976,32,21.502645502645503
2081,64,32,21.50769230769231
2081,1008,32,21.50769230769231
2083,504,32,21.517771373679153
2083,715,32,21.517771373679153
2084,820,32,21.522803648583775
2085,846,32,21.527831094049905
2086,884,32,21.532853717026377
2087,252,32,21.537871524448704
2087,588,32,21.537871524448704
2089,458,32,21.547892720306514
2089,634,32,21.547892720306514
2091,195,32,21.557894736842105
2092,316,32,21.56288857006217
2093,326,32,21.567877629063098
2093,443,32,21.567877629063098
2095,126,32,21.577841451766954
2095,981,32,21.577841451766954
2096,128,32,21.582816229116943
2097,984,32,21.587786259541986
2098,446,32,21.592751549833096
2099,319,32,21.597712106768352
2099,329,32,21.597712106768352
2101,198,32,21.607619047619046
2102,636,32,21.612565445026178
2103,459,32,21.617507136060894
2104,256,32,21.622444127436996
2105,591,32,21.627376425855513
2105,894,32,21.627376425855513
2107,831,32,21.637226970560302
2107,857,32,21.637226970560302
2108,512,32,21.642145230185097
2109,726,32,21.647058823529413
2110,1024,32,21.651967757230913
2111,63,32,21.65687203791469
2111,67,32,21.65687203791469
2113,65,32,21.666666666666668
2114,1024,33,21.67203028868907
2115,726,33,21.677388836329232
2116,512,33,21.68274231678487
2117,684,33,21.688090737240074
2117,833,33,21.688090737240074
2117,859,33,21.688090737240074
2119,597,33,21.69877242681775
2119,898,33,21.69877242681775
2120,256,33,21.70410571024068
2121,465,33,21.70943396226415
2122,644,33,21.714757190004715
2123,198,33,21.720075400565506
2125,321,33,21.73069679849341
2125,331,33,21.73069679849341
2126,450,33,21.736
2127,996,33,21.741298212605834
2128,128,33,21.746591443347437
2129,130,33,21.75187969924812
2129,999,33,21.75187969924812
2131,334,33,21.76244131455399
2131,453,33,21.76244131455399
2132,324,33,21.767714687939936
2133,201,33,21.77298311444653
2135,466,33,21.783505154639176
2135,646,33,21.783505154639176
2137,260,33,21.794007490636705
2137,600,33,21.794007490636705
2138,908,33,21.799251286850726
2139,870,33,21.804490177736202
2140,844,33,21.809724170172977
2141,520,33,21.81495327102804
2141,737,33,21.81495327102804
2143,68,33,21.825396825396826
2143,1040,33,21.825396825396826
2144,64,33,21.830611292580496
2145,64,33,21.83582089552239
2145,66,33,21.83582089552239
2145,129,33,21.83582089552239
2145,131,33,21.83582089552239
2145,259,33,21.83582089552239
2145,261,33,21.83582089552239
2145,324,33,21.83582089552239
2145,326,33,21.83582089552239
2145,454,33,21.83582089552239
2145,456,33,21.83582089552239
2145,519,33,21.83582089552239
2145,521,33,21.83582089552239
2145,649,33,21.83582089552239
2145,651,33,21.83582089552239
2145,844,33,21.83582089552239
2145,846,33,21.83582089552239
2145,909,33,21.83582089552239
2145,911,33,21.83582089552239
2145,1039,33,21.83582089552239
2145,1041,33,21.83582089552239
2146,66,33,21.84102564102564
2147,737,33,21.84622553588071
2147,1040,33,21.84622553588071
2148,694,33,21.851420586865395
2149,520,33,21.85661080074488
2149,872,33,21.85661080074488
2150,738,33,21.861796184271753
2150,846,33,21.861796184271753
2151,606,33,21.866976744186047
2152,444,33,21.87215248721525
2152,912,33,21.87215248721525
2153,260,33,21.87732342007435
2153,472,33,21.87732342007435
2154,874,33,21.882489549465863
2155,201,33,21.88765088207985
2155,654,33,21.88765088207985
2156,318,33,21.89280742459397
2157,336,33,21.897959183673468
2158,326,33,21.903106165971256
2158,608,33,21.903106165971256
2159,457,33,21.908248378127897
2159,1011,33,21.908248378127897
2160,952,33,21.913385826771652
2161,130,33,21.918518518518518
2161,1014,33,21.918518518518518
2162,132,33,21.923646459972236
2162,474,33,21.923646459972236
2163,339,33,21.92876965772433
2164,190,33,21.933888118354137
2164,460,33,21.933888118354137
2165,204,33,21.939001848428834
2165,329,33,21.939001848428834
2166,202,33,21.944110854503464
2167,473,33,21.94921514312096
2168,656,33,21.95431472081218
2168,828,33,21.95431472081218
2169,609,33,21.95940959409594
2170,264,33,21.964499769479023
2170,338,33,21.964499769479023
2171,883,33,21.96958525345622
2171,922,33,21.96958525345622
2172,574,33,21.974666052510365
2173,748,33,21.97974217311234
2173,857,33,21.97974217311234
2174,528,33,21.984813621721123
2174,1018,33,21.984813621721123
2175,69,33,21.989880404783808
2176,1056,33,21.99494252873563
2177,65,33,22.
2177,67,33,22.
2178,65,33,22.005052824988518
2178,67,33,22.005052824988518
2178,131,33,22.005052824988518
2178,133,33,22.005052824988518
2178,263,33,22.005052824988518
2178,265,33,22.005052824988518
2178,329,33,22.005052824988518
2178,331,33,22.005052824988518
2178,461,33,22.005052824988518
2178,463,33,22.005052824988518
2178,527,33,22.005052824988518
2178,529,33,22.005052824988518
2178,659,33,22.005052824988518
2178,661,33,22.005052824988518
2178,857,33,22.005052824988518
2178,859,33,22.005052824988518
2178,923,33,22.005052824988518
2178,925,33,22.005052824988518
2178,1022,33,22.005052824988518
2178,1055,33,22.005052824988518
2178,1057,33,22.005052824988518
2179,65,33,22.01010101010101
2179,67,33,22.01010101010101
2179,704,33,22.01010101010101
2179,748,33,22.01010101010101
2180,578,33,22.015144561725563
2180,1058,33,22.015144561725563
2181,450,33,22.020183486238533
2182,342,33,22.025217790004586
2182,530,33,22.025217790004586
2183,322,33,22.03024747937672
2183,861,33,22.03024747937672
2184,836,33,22.03527256069629
2185,928,33,22.04029304029304
2185,963,33,22.04029304029304
2186,206,33,22.045308924485127
2186,266,33,22.045308924485127
2187,192,33,22.05032021957914
2188,194,33,22.05532693187014
2188,662,33,22.05532693187014
2189,836,33,22.060329067641682
2190,478,33,22.065326633165828
2191,333,33,22.070319634703196
2191,579,33,22.070319634703196
2192,466,33,22.075308078502967
2192,968,33,22.075308078502967
2194,134,33,22.085271317829456
2194,616,33,22.085271317829456
2195,132,33,22.09024612579763
2195,582,33,22.09024612579763
2196,322,33,22.095216400911163
2197,465,33,22.100182149362478
2197,841,33,22.100182149362478
2198,332,33,22.105143377332727
2198,894,33,22.105143377332727
2199,195,33,22.11010009099181
2200,452,33,22.11505229649841
2201,668,33,22.12
2201,972,33,22.12
2202,758,33,22.124943207632896
2203,266,33,22.129881925522252
2203,323,33,22.129881925522252
2204,714,33,22.134816159782115
2204,934,33,22.134816159782115
2205,453,33,22.139745916515427
2206,70,33,22.14467120181406
2206,868,33,22.14467120181406
2207,534,33,22.14959202175884
2207,715,33,22.14959202175884
2208,64,33,22.154508382419575
2209,64,33,22.159420289855074
2209,1070,33,22.159420289855074
2210,68,33,22.164327750113173
2211,66,33,22.16923076923077
2211,68,33,22.16923076923077
2211,133,33,22.16923076923077
2211,135,33,22.16923076923077
2211,267,33,22.16923076923077
2211,269,33,22.16923076923077
2211,334,33,22.16923076923077
2211,336,33,22.16923076923077
2211,468,33,22.16923076923077
2211,470,33,22.16923076923077
2211,535,33,22.16923076923077
2211,537,33,22.16923076923077
2211,669,33,22.16923076923077
2211,671,33,22.16923076923077
2211,870,33,22.16923076923077
2211,872,33,22.16923076923077
2211,937,33,22.16923076923077
2211,939,33,22.16923076923077
2211,1071,33,22.16923076923077
2211,1073,33,22.16923076923077
2212,66,33,22.17412935323383
2213,715,33,22.179023508137433
2213,1074,33,22.179023508137433
2215,457,33,22.188798554652212
2215,538,33,22.188798554652212
2216,874,33,22.193679458239277
2217,327,33,22.1985559566787
2218,942,33,22.20342805593144
2219,270,33,22.2082957619477
2219,978,33,22.2082957619477
2221,195,33,22.218018018018018
2221,672,33,22.218018018018018
2223,849,33,22.22772277227723
2224,338,33,22.232568600989655
2225,473,33,22.237410071942445
2225,588,33,22.237410071942445
2227,136,33,22.247079964061097
2228,134,33,22.251908396946565
2229,591,33,22.25673249551167
2230,472,33,22.261552265589952
2231,337,33,22.266367713004485
2231,854,33,22.266367713004485
2233,198,33,22.275985663082437
2234,678,33,22.2807881773399
2235,987,33,22.285586392121754
2236,270,33,22.290380313199105
2237,328,33,22.295169946332738
2237,948,33,22.295169946332738
2239,460,33,22.3047363717605
2239,881,33,22.3047363717605
2240,542,33,22.30951317552479
