N, s, D, AD
2645,142,36,24.245083207261725
2645,1248,36,24.245083207261725
2646,144,36,24.24952741020794
2647,931,36,24.253968253968253
2647,1251,36,24.253968253968253
2648,500,36,24.25840574234983
2649,357,36,24.26283987915408
2650,572,36,24.26727066817667
2651,809,36,24.27169811320755
2651,1219,36,24.27169811320755
2652,216,36,24.27612221803093
2653,718,36,24.28054298642534
2653,957,36,24.28054298642534
2654,790,36,24.28496042216359
2655,288,36,24.28937452901281
2656,1004,36,24.293785310734464
2657,368,36,24.298192771084338
2657,1148,36,24.298192771084338
2658,432,36,24.30259691381257
2659,516,36,24.306997742663658
2659,1077,36,24.306997742663658
2660,648,36,24.311395261376457
2661,864,36,24.31578947368421
2662,1296,36,24.320180383314543
2663,71,36,24.324567993989483
2663,75,36,24.324567993989483
2665,73,36,24.333333333333332
2666,1296,37,24.338086303939964
2667,864,37,24.342835708927232
2668,648,37,24.34758155230596
2669,520,37,24.35232383808096
2669,914,37,24.35232383808096
2669,1083,37,24.35232383808096
2670,432,37,24.35706257025103
2671,372,37,24.36179775280899
2671,1156,37,24.36179775280899
2672,1012,37,24.366529389741668
2673,288,37,24.37125748502994
2674,794,37,24.375982042648708
2675,722,37,24.38070306656694
2675,967,37,24.38070306656694
2676,216,37,24.385420560747665
2677,819,37,24.390134529147982
2677,1229,37,24.390134529147982
2678,580,37,24.39484497571909
2679,363,37,24.399551904406273
2680,508,37,24.404255319148938
2681,941,37,24.408955223880596
2681,1265,37,24.408955223880596
2682,144,37,24.413651622528906
2683,146,37,24.41834451901566
2683,1268,37,24.41834451901566
2684,944,37,24.423033917256802
2685,507,37,24.427719821162444
2686,362,37,24.43240223463687
2687,580,37,24.437081161578554
2687,820,37,24.437081161578554
2688,1236,37,24.441756605880165
2689,219,37,24.446428571428573
2689,970,37,24.446428571428573
2690,728,37,24.45109706210487
2691,801,37,24.455762081784385
2692,292,37,24.460423634336678
2693,373,37,24.465081723625556
2693,1018,37,24.465081723625556
2694,1164,37,24.4697363535091
2695,438,37,24.474387527839642
2695,523,37,24.474387527839642
2696,1092,37,24.479035250463824
2697,657,37,24.483679525222552
2698,876,37,24.488320355951057
2699,76,37,24.492957746478872
2699,1314,37,24.492957746478872
2700,72,37,24.49759170062986
2701,72,37,24.502222222222223
2701,74,37,24.502222222222223
2701,145,37,24.502222222222223
2701,147,37,24.502222222222223
2701,218,37,24.502222222222223
2701,220,37,24.502222222222223
2701,291,37,24.502222222222223
2701,293,37,24.502222222222223
2701,364,37,24.502222222222223
2701,366,37,24.502222222222223
2701,437,37,24.502222222222223
2701,439,37,24.502222222222223
2701,510,37,24.502222222222223
2701,512,37,24.502222222222223
2701,583,37,24.502222222222223
2701,585,37,24.502222222222223
2701,656,37,24.502222222222223
2701,658,37,24.502222222222223
2701,729,37,24.502222222222223
2701,731,37,24.502222222222223
2701,802,37,24.502222222222223
2701,804,37,24.502222222222223
2701,875,37,24.502222222222223
2701,877,37,24.502222222222223
2701,948,37,24.502222222222223
2701,950,37,24.502222222222223
2701,1021,37,24.502222222222223
2701,1023,37,24.502222222222223
2701,1094,37,24.502222222222223
2701,1096,37,24.502222222222223
2701,1167,37,24.502222222222223
2701,1169,37,24.502222222222223
2701,1240,37,24.502222222222223
2701,1242,37,24.502222222222223
2701,1313,37,24.502222222222223
2701,1315,37,24.502222222222223
2702,74,37,24.506849315068493
2703,1314,37,24.511472982975572
2704,876,37,24.51609322974473
2704,926,37,24.51609322974473
2705,527,37,24.5207100591716
2705,657,37,24.5207100591716
2706,1098,37,24.52532347504621
2707,377,37,24.529933481152995
2707,438,37,24.529933481152995
2708,1068,37,24.53454008127078
2708,1172,37,24.53454008127078
2709,1026,37,24.539143279172823
2710,292,37,24.5437430786268
2710,528,37,24.5437430786268
2711,805,37,24.548339483394834
2711,980,37,24.548339483394834
2712,732,37,24.552932497233492
2712,786,37,24.552932497233492
2713,219,37,24.557522123893804
2713,830,37,24.557522123893804
2714,378,37,24.56210836712127
2714,1246,37,24.56210836712127
2715,588,37,24.56669123065586
2716,368,37,24.571270718232043
2716,1216,37,24.571270718232043
2717,515,37,24.575846833578794
2717,1282,37,24.575846833578794
2718,954,37,24.58041958041958
2719,146,37,24.584988962472405
2719,1285,37,24.584988962472405
2720,148,37,24.589554983449798
2720,502,37,24.589554983449798
2721,957,37,24.594117647058823
2722,514,37,24.598676957001103
2722,984,37,24.598676957001103
2723,367,37,24.603232916972814
2723,831,37,24.603232916972814
2724,216,37,24.607785530664707
2724,588,37,24.607785530664707
2725,983,37,24.612334801762113
2725,1253,37,24.612334801762113
2726,222,37,24.616880733944953
2726,834,37,24.616880733944953
2727,738,37,24.621423330887747
2728,358,37,24.625962596259626
2728,812,37,24.625962596259626
2729,296,37,24.63049853372434
2729,378,37,24.63049853372434
2730,1032,37,24.63503114694027
2731,530,37,24.63956043956044
2731,1180,37,24.63956043956044
2732,444,37,24.644086415232515
2732,648,37,24.644086415232515
2733,1107,37,24.648609077598827
2734,666,37,24.653128430296377
2734,1290,37,24.653128430296377
2735,77,37,24.65764447695684
2735,888,37,24.65764447695684
2736,1332,37,24.66215722120658
2737,73,37,24.666666666666668
2737,75,37,24.666666666666668
2738,73,37,24.67117281695287
2738,75,37,24.67117281695287
2738,147,37,24.67117281695287
2738,149,37,24.67117281695287
2738,221,37,24.67117281695287
2738,223,37,24.67117281695287
2738,295,37,24.67117281695287
2738,297,37,24.67117281695287
2738,369,37,24.67117281695287
2738,371,37,24.67117281695287
2738,443,37,24.67117281695287
2738,445,37,24.67117281695287
2738,517,37,24.67117281695287
2738,519,37,24.67117281695287
2738,591,37,24.67117281695287
2738,593,37,24.67117281695287
2738,665,37,24.67117281695287
2738,667,37,24.67117281695287
2738,739,37,24.67117281695287
2738,741,37,24.67117281695287
2738,813,37,24.67117281695287
2738,815,37,24.67117281695287
2738,887,37,24.67117281695287
2738,889,37,24.67117281695287
2738,961,37,24.67117281695287
2738,963,37,24.67117281695287
2738,1035,37,24.67117281695287
2738,1037,37,24.67117281695287
2738,1109,37,24.67117281695287
2738,1111,37,24.67117281695287
2738,1183,37,24.67117281695287
2738,1185,37,24.67117281695287
2738,1257,37,24.67117281695287
2738,1259,37,24.67117281695287
2738,1294,37,24.67117281695287
2738,1331,37,24.67117281695287
2738,1333,37,24.67117281695287
2739,73,37,24.675675675675677
2739,75,37,24.675675675675677
2739,938,37,24.675675675675677
2740,648,37,24.680175246440307
2740,1334,37,24.680175246440307
2741,890,37,24.684671532846714
2741,1081,37,24.684671532846714
2742,668,37,24.689164538489603
2743,795,37,24.693654266958426
2743,1111,37,24.693654266958426
2744,362,37,24.698140721837404
2744,446,37,24.698140721837404
2745,1186,37,24.70262390670554
2745,1229,37,24.70262390670554
2746,838,37,24.707103825136613
2746,1038,37,24.707103825136613
2747,298,37,24.711580480699197
2747,507,37,24.711580480699197
2748,216,37,24.71605387695668
2748,818,37,24.71605387695668
2749,218,37,24.72052401746725
2749,744,37,24.72052401746725
2750,224,37,24.724990905783923
2750,992,37,24.724990905783923
2751,361,37,24.729454545454544
2751,1265,37,24.729454545454544
2752,506,37,24.733914940021812
2752,594,37,24.733914940021812
2753,371,37,24.738372093023255
2753,653,37,24.738372093023255
2754,520,37,24.742826007991283
2755,969,37,24.74727668845316
2756,150,37,24.751724137931035
2756,1232,37,24.751724137931035
2757,148,37,24.756168359941945
2757,652,37,24.756168359941945
2758,382,37,24.760609357997822
2758,968,37,24.760609357997822
2759,364,37,24.76504713560551
2759,523,37,24.76504713560551
2760,374,37,24.769481696266762
2760,798,37,24.769481696266762
2761,217,37,24.77391304347826
2761,598,37,24.77391304347826
2762,536,37,24.77834118073162
2762,1268,37,24.77834118073162
2763,223,37,24.782766111513396
2763,508,37,24.782766111513396
2764,746,37,24.787187839305105
2764,1092,37,24.787187839305105
2765,821,37,24.791606367583213
2765,1236,37,24.791606367583213
2766,298,37,24.796021699819168
2767,800,37,24.800433839479393
2767,1048,37,24.800433839479393
2768,946,37,24.804842790025297
2768,1198,37,24.804842790025297
2769,448,37,24.809248554913296
2769,1094,37,24.809248554913296
2770,78,37,24.8136511375948
2770,1124,37,24.8136511375948
2771,673,37,24.818050541516246
2771,947,37,24.818050541516246
2772,72,37,24.82244677011909
2772,898,37,24.82244677011909
2773,72,37,24.826839826839826
2773,1348,37,24.826839826839826
2774,76,37,24.831229715109988
2775,74,37,24.835616438356166
2775,76,37,24.835616438356166
2775,149,37,24.835616438356166
2775,151,37,24.835616438356166
2775,224,37,24.835616438356166
2775,226,37,24.835616438356166
2775,299,37,24.835616438356166
2775,301,37,24.835616438356166
2775,374,37,24.835616438356166
2775,376,37,24.835616438356166
2775,449,37,24.835616438356166
2775,451,37,24.835616438356166
2775,524,37,24.835616438356166
2775,526,37,24.835616438356166
2775,599,37,24.835616438356166
2775,601,37,24.835616438356166
2775,674,37,24.835616438356166
2775,676,37,24.835616438356166
2775,749,37,24.835616438356166
2775,751,37,24.835616438356166
2775,824,37,24.835616438356166
2775,826,37,24.835616438356166
2775,899,37,24.835616438356166
2775,901,37,24.835616438356166
2775,974,37,24.835616438356166
2775,976,37,24.835616438356166
2775,1049,37,24.835616438356166
2775,1051,37,24.835616438356166
2775,1124,37,24.835616438356166
2775,1126,37,24.835616438356166
2775,1199,37,24.835616438356166
2775,1201,37,24.835616438356166
2775,1274,37,24.835616438356166
2775,1276,37,24.835616438356166
2775,1349,37,24.835616438356166
2775,1351,37,24.835616438356166
2776,74,37,24.84
2777,951,37,24.844380403458214
2777,1352,37,24.844380403458214
2778,902,37,24.8487576521426
2779,677,37,24.853131749460044
2779,1096,37,24.853131749460044
2780,1126,37,24.85750269881252
2781,452,37,24.86187050359712
2781,806,37,24.86187050359712
2782,1202,37,24.866235167206042
2783,1052,37,24.8705966930266
2783,1246,37,24.8705966930266
2784,302,37,24.87495508444125
2785,514,37,24.879310344827587
2785,829,37,24.879310344827587
2786,754,37,24.88366247755835
2787,221,37,24.888011486001435
2787,227,37,24.888011486001435
2788,1282,37,24.892357373519914
2789,366,37,24.896700143472025
2789,602,37,24.896700143472025
2790,376,37,24.901039799211187
2791,527,37,24.905376344086022
2791,662,37,24.905376344086022
2792,982,37,24.909709781440345
2793,152,37,24.91404011461318
2794,150,37,24.918367346938776
2795,661,37,24.9226914817466
2795,981,37,24.9226914817466
2796,530,37,24.92701252236136
2797,369,37,24.931330472103003
2797,379,37,24.931330472103003
2798,606,37,24.935645334286736
2799,220,37,24.939957112223016
2799,1285,37,24.939957112223016
2800,226,37,24.944265809217576
2801,515,37,24.94857142857143
2801,756,37,24.94857142857143
2802,832,37,24.952873973580864
2803,302,37,24.957173447537475
2803,1253,37,24.957173447537475
2804,1062,37,24.961469853728147
2805,811,37,24.96576319543509
2805,1214,37,24.96576319543509
2806,454,37,24.970053475935828
2807,1109,37,24.97434069850321
2807,1139,37,24.97434069850321
2808,682,37,24.978624866405415
2809,910,37,24.982905982905983
2809,960,37,24.982905982905983
2810,1366,37,24.987184051263796
2811,73,37,24.991459074733097
2811,77,37,24.991459074733097
2813,75,37,25.
2814,1370,38,25.004621400639888
2815,914,38,25.009239516702202
2815,964,38,25.009239516702202
2816,686,38,25.01385435168739
2817,1111,38,25.01846590909091
2817,1141,38,25.01846590909091
2818,458,38,25.023074192403264
2819,817,38,25.027679205110008
2819,1218,38,25.027679205110008
2820,1066,38,25.032280950691735
2821,306,38,25.036879432624115
2821,1263,38,25.036879432624115
2822,840,38,25.04147465437788
2823,521,38,25.046066619418852
2823,764,38,25.046066619418852
2824,230,38,25.050655331207935
2825,224,38,25.055240793201133
2825,1299,38,25.055240793201133
2826,610,38,25.05982300884956
2827,371,38,25.064401981599435
2827,381,38,25.064401981599435
2828,534,38,25.06897771489211
2829,671,38,25.073550212164072
2829,995,38,25.073550212164072
2830,154,38,25.078119476846943
2831,152,38,25.08268551236749
2832,994,38,25.08724832214765
2833,537,38,25.09180790960452
2833,670,38,25.09180790960452
2834,384,38,25.09636427815037
2835,374,38,25.10091743119266
2835,614,38,25.10091743119266
2836,1302,38,25.10546737213404
2837,223,38,25.110014104372354
2837,229,38,25.110014104372354
2838,766,38,25.11455763130067
2839,522,38,25.119097956307257
2839,843,38,25.119097956307257
2840,306,38,25.123635082775625
2841,1076,38,25.128169014084506
2841,1270,38,25.128169014084506
2842,1230,38,25.132699753607884
2843,460,38,25.13722730471499
2843,822,38,25.13722730471499
2844,1154,38,25.14175167077031
2845,691,38,25.146272855133613
2845,1124,38,25.146272855133613
2846,922,38,25.15079086115993
2847,973,38,25.15530569219958
2847,1384,38,25.15530569219958
2848,78,38,25.159817351598175
2849,74,38,25.16432584269663
2850,74,38,25.16883116883117
2850,76,38,25.16883116883117
2850,224,38,25.16883116883117
2850,226,38,25.16883116883117
2850,374,38,25.16883116883117
2850,376,38,25.16883116883117
2850,524,38,25.16883116883117
2850,526,38,25.16883116883117
2850,674,38,25.16883116883117
2850,676,38,25.16883116883117
2850,824,38,25.16883116883117
2850,826,38,25.16883116883117
2850,974,38,25.16883116883117
2850,976,38,25.16883116883117
2850,1124,38,25.16883116883117
2850,1126,38,25.16883116883117
2850,1274,38,25.16883116883117
2850,1276,38,25.16883116883117
2851,76,38,25.173333333333332
2851,1388,38,25.173333333333332
2852,926,38,25.17783233952999
2853,695,38,25.182328190743338
2853,977,38,25.182328190743338
2853,1389,38,25.182328190743338
2854,1156,38,25.18682089029092
2855,464,38,25.191310441485633
2855,733,38,25.191310441485633
2855,927,38,25.191310441485633
2855,1126,38,25.191310441485633
2856,1234,38,25.195796847635727
2857,587,38,25.20028011204482
2857,696,38,25.20028011204482
2857,828,38,25.20028011204482
2857,1080,38,25.20028011204482
2858,310,38,25.2047602380119
2859,851,38,25.209237228831352
2859,1158,38,25.209237228831352
2859,1280,38,25.209237228831352
2860,774,38,25.213711087792934
2861,233,38,25.21818181818182
2861,465,38,25.21818181818182
2861,528,38,25.21818181818182
2861,806,38,25.21818181818182
2862,1316,38,25.222649423278575
2863,227,38,25.22711390635919
2863,368,38,25.22711390635919
2863,618,38,25.22711390635919
2863,1237,38,25.22711390635919
2864,386,38,25.231575270695075
2865,376,38,25.23603351955307
2865,541,38,25.23603351955307
2865,1083,38,25.23603351955307
2866,1008,38,25.240488656195463
2867,156,38,25.24494068387997
2867,295,38,25.24494068387997
2867,311,38,25.24494068387997
2867,680,38,25.24494068387997
2868,154,38,25.249389605859783
2869,514,38,25.253835425383542
2869,854,38,25.253835425383542
2869,1007,38,25.253835425383542
2870,544,38,25.258278145695364
2871,389,38,25.262717770034843
2871,679,38,25.262717770034843
2871,777,38,25.262717770034843
2872,622,38,25.26715430163706
2873,234,38,25.271587743732592
2873,379,38,25.271587743732592
2873,1319,38,25.271587743732592
2874,232,38,25.27601809954751
2875,226,38,25.28044537230341
2875,776,38,25.28044537230341
2875,1033,38,25.28044537230341
2875,1322,38,25.28044537230341
2876,854,38,25.28486956521739
2877,310,38,25.289290681502088
2877,529,38,25.289290681502088
2877,621,38,25.289290681502088
2878,1090,38,25.293708724365658
2879,388,38,25.298123697011814
2879,1246,38,25.298123697011814
2879,1254,38,25.298123697011814
2879,1287,38,25.298123697011814
2880,466,38,25.302535602639807
2881,544,38,25.306944444444444
2881,833,38,25.306944444444444
2881,1169,38,25.306944444444444
2881,1181,38,25.306944444444444
2882,700,38,25.311350225616106
2883,934,38,25.315752949340734
2883,1014,38,25.315752949340734
2883,1139,38,25.315752949340734
2884,1402,38,25.32015261879986
2885,79,38,25.324549237170597
2885,147,38,25.324549237170597
2885,157,38,25.324549237170597
2885,986,38,25.324549237170597
2887,75,38,25.333333333333332
2887,77,38,25.333333333333332
2887,149,38,25.333333333333332
2887,155,38,25.333333333333332
2888,75,38,25.33772081745757
2888,77,38,25.33772081745757
2888,227,38,25.33772081745757
2888,229,38,25.33772081745757
2888,379,38,25.33772081745757
2888,381,38,25.33772081745757
2888,531,38,25.33772081745757
2888,533,38,25.33772081745757
2888,683,38,25.33772081745757
2888,685,38,25.33772081745757
2888,835,38,25.33772081745757
2888,837,38,25.33772081745757
2888,987,38,25.33772081745757
2888,989,38,25.33772081745757
2888,1139,38,25.33772081745757
2888,1141,38,25.33772081745757
2888,1291,38,25.33772081745757
2888,1293,38,25.33772081745757
2888,1406,38,25.33772081745757
2889,75,38,25.342105263157894
2889,77,38,25.342105263157894
2889,938,38,25.342105263157894
2889,1014,38,25.342105263157894
2890,742,38,25.346486673589478
2891,548,38,25.350865051903114
2891,594,38,25.350865051903114
2891,988,38,25.350865051903114
2891,1187,38,25.350865051903114
2893,392,38,25.35961272475795
2893,815,38,25.35961272475795
2893,1143,38,25.35961272475795
2893,1262,38,25.35961272475795
2894,372,38,25.363982025578984
2895,627,38,25.368348306841742
2895,837,38,25.368348306841742
2896,298,38,25.372711571675303
2897,519,38,25.37707182320442
2897,1039,38,25.37707182320442
2897,1295,38,25.37707182320442
2897,1330,38,25.37707182320442
2899,234,38,25.385783298826777
2899,533,38,25.385783298826777
2900,1042,38,25.390134529147982
2901,228,38,25.39448275862069
2901,783,38,25.39448275862069
2902,1264,38,25.398827990348156
2903,383,38,25.40317022742936
2903,522,38,25.40317022742936
2903,862,38,25.40317022742936
2903,1190,38,25.40317022742936
2905,148,38,25.411845730027547
2905,297,38,25.411845730027547
2905,313,38,25.411845730027547
2905,687,38,25.411845730027547
2906,150,38,25.416179001721172
2907,1101,38,25.420509291121817
2908,1194,38,25.424836601307188
2909,372,38,25.429160935350758
2909,690,38,25.429160935350758
2909,1259,38,25.429160935350758
2909,1269,38,25.429160935350758
2911,382,38,25.437800687285222
2911,471,38,25.437800687285222
2911,822,38,25.437800687285222
2911,1044,38,25.437800687285222
2913,231,38,25.446428571428573
2913,1182,38,25.446428571428573
2914,524,38,25.450738070717474
2915,298,38,25.455044612216884
2915,538,38,25.455044612216884
2915,597,38,25.455044612216884
2915,708,38,25.455044612216884
2917,373,38,25.463648834019203
2917,747,38,25.463648834019203
2917,945,38,25.463648834019203
2917,1306,38,25.463648834019203
2918,824,38,25.467946520397668
2919,846,38,25.472241261137764
2919,1419,38,25.472241261137764
2920,598,38,25.476533059266874
2921,80,38,25.480821917808218
2921,748,38,25.480821917808218
2921,1152,38,25.480821917808218
2921,1424,38,25.480821917808218
2923,74,38,25.489390828199863
2923,1001,38,25.489390828199863
2923,1425,38,25.489390828199863
2924,74,38,25.49367088607595
2925,78,38,25.49794801641587
2926,76,38,25.502222222222223
2926,78,38,25.502222222222223
2926,230,38,25.502222222222223
2926,232,38,25.502222222222223
2926,384,38,25.502222222222223
2926,386,38,25.502222222222223
2926,538,38,25.502222222222223
2926,540,38,25.502222222222223
2926,692,38,25.502222222222223
2926,694,38,25.502222222222223
2926,846,38,25.502222222222223
2926,848,38,25.502222222222223
2926,1000,38,25.502222222222223
2926,1002,38,25.502222222222223
2926,1154,38,25.502222222222223
2926,1156,38,25.502222222222223
2926,1308,38,25.502222222222223
2926,1310,38,25.502222222222223
2927,76,38,25.506493506493506
2927,1425,38,25.506493506493506
2929,752,38,25.51502732240437
2929,1001,38,25.51502732240437
2930,602,38,25.519289860020486
2931,1158,38,25.52354948805461
2932,826,38,25.52780620948482
2933,377,38,25.53206002728513
2933,848,38,25.53206002728513
2935,302,38,25.54055896387185
2935,1312,38,25.54055896387185
2936,526,38,25.54480408858603
2937,540,38,25.549046321525886
2939,231,38,25.557522123893804
2939,1056,38,25.557522123893804
2941,388,38,25.56598639455782
2941,1281,38,25.56598639455782
2942,1206,38,25.570214212852772
2943,696,38,25.57443915703603
2944,150,38,25.578661230037376
2945,152,38,25.58288043478261
2947,699,38,25.59131025118805
2947,1210,38,25.59131025118805
2948,1286,38,25.595520868680012
2949,387,38,25.599728629579374
2950,1058,38,25.603933536792134
2951,234,38,25.60813559322034
2953,531,38,25.616531165311653
2953,545,38,25.616531165311653
2954,302,38,25.620724686759228
2955,1323,38,25.6249153689912
2956,378,38,25.629103214890016
2957,835,38,25.633288227334237
2957,857,38,25.633288227334237
2959,606,38,25.641649763353616
2959,1167,38,25.641649763353616
2960,758,38,25.64582629266644
2961,1014,38,25.65
2962,1444,38,25.654170888213443
2963,75,38,25.65833896016205
2963,79,38,25.65833896016205
2965,77,38,25.666666666666668
2966,1444,39,25.671163575042158
2967,1014,39,25.67565745111261
2968,762,39,25.68014829794405
2969,610,39,25.684636118598384
2969,964,39,25.684636118598384
2969,1173,39,25.684636118598384
2971,837,39,25.693602693602692
2971,859,39,25.693602693602692
2972,382,39,25.698081454055874
2973,1329,39,25.702557200538358
2974,306,39,25.70702993609149
2975,533,39,25.711499663752523
2975,547,39,25.711499663752523
2977,234,39,25.72043010752688
2978,1070,39,25.724890829694324
2979,393,39,25.729348556077905
2980,1298,39,25.733803289694528
2981,705,39,25.738255033557046
2981,1222,39,25.738255033557046
2983,152,39,25.74714956405097
2984,154,39,25.751592356687897
2985,708,39,25.75603217158177
2986,1226,39,25.76046901172529
2987,392,39,25.764902880107165
2987,1303,39,25.764902880107165
2989,237,39,25.77376171352075
2989,1072,39,25.77376171352075
2991,552,39,25.782608695652176
2992,538,39,25.787027749916415
2993,306,39,25.79144385026738
2993,1340,39,25.79144385026738
2995,383,39,25.800267201068806
2995,868,39,25.800267201068806
2996,846,39,25.804674457429048
2997,1182,39,25.809078771695596
2998,614,39,25.81348014681348
2999,768,39,25.817878585723815
2999,1027,39,25.817878585723815
3001,80,39,25.826666666666668
3001,1463,39,25.826666666666668
3002,76,39,25.831056314561813
3003,76,39,25.835443037974684
3003,78,39,25.835443037974684
3003,153,39,25.835443037974684
3003,155,39,25.835443037974684
3003,307,39,25.835443037974684
3003,309,39,25.835443037974684
3003,384,39,25.835443037974684
3003,386,39,25.835443037974684
3003,538,39,25.835443037974684
3003,540,39,25.835443037974684
3003,615,39,25.835443037974684
3003,617,39,25.835443037974684
3003,769,39,25.835443037974684
